epsilon [MeV/fm^3],p [MeV/fm^3],n [1/fm^3],mu [MeV]
1357.229265858415,675.8887635831929,1.0650173079464675,1909.
1358.5864682128217,676.9541362625723,1.0657280719391302,1910.
1359.9444771927363,678.0202197302507,1.0664388862534975,1911.
1361.3032929026208,679.0870140364053,1.0671497487740629,1912.
1362.6629154356215,680.1545192312144,1.0678606580616292,1913.
1364.0233449065952,681.2227353648545,1.0685716216824956,1914.
1365.384581394754,682.2916624875039,1.0692826406754274,1915.
1366.7466250235912,683.3613006493396,1.0699937016961725,1916.
1368.1094758692411,684.4316499005392,1.0707048154662142,1917.
1369.473134052885,685.50271029128,1.0714159776822483,1918.
1370.837599668832,686.57448187174,1.0721272004560092,1919.
1372.2028728153578,687.6469646920963,1.0728384593249842,1920.
1373.5689535876188,688.7201588025262,1.0735497746129041,1921.
1374.9358420859646,689.7940642532074,1.0742611430544509,1922.
1376.3035384225375,690.8686810943176,1.0749725577707203,1923.
1377.6720426935788,691.9440093760339,1.0756840276118997,1924.
1379.041354998441,693.0200491485342,1.0763955371382834,1925.
1380.4114754288632,694.0968004619956,1.0771071076337588,1926.
1381.7824040953392,695.1742633665958,1.0778187226198548,1927.
1383.1541410964721,696.2524379125119,1.0785303867247116,1928.
1384.5266865269753,697.3313241499221,1.0792421027483738,1929.
1385.9000404946262,698.4109221290032,1.0799538696222868,1930.
1387.2742031001826,699.4912318999332,1.0806656880347603,1931.
1388.649174433502,700.5722535128888,1.0813775513797521,1932.
1390.0249546105406,701.6539870180487,1.0820894700218415,1933.
1391.4015437111618,702.7364324655891,1.0828014406203044,1934.
1392.7789418595344,703.8195899056884,1.083513460418624,1935.
1394.1571491396348,704.9034593885236,1.0842255272258894,1936.
1395.5361656466341,705.9880409642727,1.0849376437252891,1937.
1396.9159915031262,707.0733346831123,1.0856498164420245,1938.
1398.2966267941417,708.159340595221,1.0863620345377558,1939.
1399.6780716240264,709.2460587507752,1.087074299909544,1940.
1401.060326083454,710.3334891999531,1.0877866189190042,1941.
1402.4433902893468,711.4216319929319,1.0884989845317532,1942.
1403.8272643319744,712.5104871798892,1.089211402421095,1943.
1405.2119483087595,713.6000548110023,1.0899238721586895,1944.
1406.597442334368,714.690334936449,1.0906363990532608,1945.
1407.9837464967154,715.7813276064063,1.0913489660171936,1946.
1409.3708608966533,716.8730328710519,1.0920615811157284,1947.
1410.7587856384755,717.9654507805637,1.0927742494521608,1948.
1412.1475208182176,719.0585813851186,1.0934869764085424,1949.
1413.5370665379355,720.1524247348945,1.0941997405629684,1950.
1414.9274228989873,721.2469808800683,1.0949125681358298,1951.
1416.3185900094402,722.3422498708183,1.0956254358081603,1952.
1417.7105679603326,723.4382317573212,1.0963383534387363,1953.
1419.1033568431612,724.5349265897552,1.0970513247429736,1954.
1420.4969567790558,725.6323344182972,1.0977643439063467,1955.
1421.8913678624428,726.7304552931248,1.0984774150726104,1956.
1423.2865901801392,727.8292892644157,1.0991905371185144,1957.
1424.6826238390126,728.9288363823472,1.0999037112754295,1958.
1426.0794689553827,730.0290966970972,1.1006169383548654,1959.
1427.4771256021786,731.1300702588424,1.1013302044848963,1960.
1428.8755939000398,732.2317571177608,1.10204352509498,1961.
1430.2748739501942,733.3341573240297,1.1027568977350972,1962.
1431.6749658422775,734.437270927827,1.1034703216143138,1963.
1433.0758696698072,735.5410979793296,1.104183797601577,1964.
1434.477585551732,736.6456385287152,1.104897325047175,1965.
1435.8801135804301,737.7508926261613,1.1056108911046403,1966.
1437.283453864077,738.8568603218458,1.1063245209387875,1967.
1438.6876064809767,739.9635416659455,1.107038187559393,1968.
1440.0925715528435,741.0709367086381,1.1077519172545214,1969.
1441.4983491714686,742.1790455001011,1.1084656918025795,1970.
1442.9049394426024,743.2878680905122,1.109179506680122,1971.
1444.312342465461,744.3974045300486,1.1098933875374808,1972.
1445.7205583255097,745.5076548688883,1.1106073144217523,1973.
1447.1295871410944,746.6186191572077,1.1113212854332895,1974.
1448.5394290083982,747.7302974451853,1.1120353114101222,1975.
1449.9500840326014,748.8426897829981,1.1127493795836547,1976.
1451.361552291297,749.9557962208239,1.1134635114416307,1977.
1452.773833917643,751.0696168088399,1.114177687061921,1978.
1454.1869289814088,752.1841515972238,1.1148919127674553,1979.
1455.6008376078037,753.2994006361528,1.1156061856263264,1980.
1457.0155598752397,754.4153639758047,1.1163205156734013,1981.
1458.4310959074885,755.5320416663569,1.1170348881983654,1982.
1459.8474457875675,756.6494337579865,1.1177493177595306,1983.
1461.2646096203862,757.7675403008717,1.1184637939962505,1984.
1462.6825875038514,758.886361345189,1.1191783214197404,1985.
1464.1013795448862,760.005896941117,1.119892891569003,1986.
1465.5209858355622,761.1261471388324,1.1206075181172206,1987.
1466.9414064879797,762.2471119885128,1.1213221953719923,1988.
1468.3626415869749,763.3687915403361,1.1220369255187588,1989.
1469.7846912518432,764.4911858444793,1.1227517027872467,1990.
1471.2075555680055,765.6142949511201,1.123466533039967,1991.
1472.6312346299037,766.7381189104361,1.1241814034385538,1992.
1474.0557285649027,767.8626577726043,1.1248963398106515,1993.
1475.4810374440267,768.9879115878027,1.1256113140282087,1994.
1476.9071613819763,770.1138804062085,1.1263263373605565,1995.
1478.3341004852234,771.2405642779994,1.1270414220402918,1996.
1479.7618548409182,772.3679632533529,1.1277565448255298,1997.
1481.190424558963,773.496077382446,1.128471726409865,1998.
1482.619809724788,774.6249067154569,1.1291869598782285,1999.
1484.050010456555,775.7544513025624,1.1299022316166176,2000.
1485.4810268552121,776.8847111939405,1.130617562524523,2001.
1486.912858999978,778.0156864397682,1.1313329447582137,2002.
1488.3455070167367,779.1473770902232,1.13204837335467,2003.
1489.77897098062,780.2797831954834,1.1327638533085274,2004.
1491.213251010503,781.4129048057258,1.1334793838291215,2005.
1492.6483472108457,782.5467419711279,1.134194968039139,2006.
1494.0842596661782,783.6812947418673,1.1349105938785844,2007.
1495.520988474846,784.8165631681214,1.135626272237548,2008.
1496.9585337545823,785.952547300068,1.1363420042979189,2009.
1498.3968955941834,787.089247187884,1.137057790256192,2010.
1499.8360740963099,788.2266628817474,1.1377736182093263,2011.
1501.2760693619512,789.3647944318353,1.1384895019678198,2012.
1502.7168814931742,790.5036418883254,1.1392054287291398,2013.
1504.158510592102,791.6432053013955,1.139921410147515,2014.
1505.6009567452763,792.7834847212223,1.140637448383433,2015.
1507.0442200700431,793.9244801979838,1.1413535300964885,2016.
1508.488300654422,795.0661917818578,1.142069658237831,2017.
1509.9331986116536,796.2086195230211,1.1427858463443692,2018.
1511.3789140255838,797.3517634716513,1.1435020694272489,2019.
1512.825447011464,798.4956236779262,1.1442183601332883,2020.
1514.2727976557574,799.6402001920231,1.144934692291743,2021.
1515.7209660752783,800.7854930641196,1.1456510683529373,2022.
1517.1699523641837,801.931502344393,1.1463675040491685,2023.
1518.6197566086526,803.0782280830208,1.1470839880202621,2024.
1520.0703789311285,804.2256703301806,1.147800518801047,2025.
1521.521819416024,805.3738291360497,1.1485171033771213,2026.
1522.9740781795967,806.5227045508059,1.1492337381228264,2027.
1524.4271552992668,807.6722966246266,1.1499504233641653,2028.
1525.8810508936265,808.8226054076889,1.1506671625243297,2029.
1527.3357650572127,809.973630950171,1.1513839423924142,2030.
1528.7912978951272,811.1253733022495,1.1521007813804653,2031.
1530.2476494970072,812.2778325141023,1.152817663630758,2032.
1531.7048199718445,813.4310086359072,1.1535345937260837,2033.
1533.1628094128237,814.5849017178415,1.154251583358394,2034.
1534.6216179251317,815.7395118100824,1.154968621378182,2035.
1536.0812456161264,816.8948389628074,1.1556857008375738,2036.
1537.541692578908,818.0508832261943,1.156402842052234,2037.
1539.0029589067785,819.2076446504201,1.1571200310886915,2038.
1540.4650447169352,820.3651232856631,1.1578372618882684,2039.
1541.9279500956104,821.5233191821001,1.1585545501914893,2040.
1543.3916751417678,822.6822323899087,1.1592718865164868,2041.
1544.8562199674589,823.8418629592665,1.159989269814691,2042.
1546.3215846669004,825.0022109403509,1.1607067121921868,2043.
1547.787769342857,826.1632763833393,1.1614241984581282,2044.
1549.2547740909122,827.3250593384093,1.1621417361358117,2045.
1550.7225990210034,828.4875598557384,1.1628593183424383,2046.
1552.191244213877,829.6507779855041,1.1635769537508105,2047.
1553.6607097924689,830.814713777884,1.1642946424260034,2048.
1555.1309958447825,831.9793672830551,1.165012382725156,2049.
1556.6021024708061,833.1447385511955,1.1657301686468147,2050.
1558.0740297816983,834.3108276324823,1.1664480046067947,2051.
1559.546777861573,835.4776345770929,1.1671658988631184,2052.
1561.0203468229788,836.645159435205,1.1678838353134695,2053.
1562.4947367583331,837.8134022569963,1.1686018232644402,2054.
1563.9699477763222,838.9823630926436,1.1693198645076273,2055.
1565.4459799769543,840.1520419923249,1.1700379535404704,2056.
1566.9228334436878,841.3224390062178,1.1707560946312705,2057.
1568.4005083069485,842.4935541844995,1.1714742791602655,2058.
1569.8790046398003,843.6653875773474,1.1721925227229528,2059.
1571.358322550092,844.8379392349394,1.1729108166344966,2060.
1572.8384621432394,846.0112092074523,1.1736291481332564,2061.
1574.3194235174544,847.185197545064,1.1743475445358473,2062.
1575.8012067773498,848.3599042979523,1.1750659786648143,2063.
1577.2838120173806,849.5353295162944,1.1757844695787514,2064.
1578.7672393399657,850.7114732502673,1.1765030162025192,2065.
1580.251488837496,851.8883355500491,1.1772216082881188,2066.
1581.7365606240598,853.0659164658172,1.177940242968815,2067.
1583.2224547923965,854.2442160477491,1.1786589354991694,2068.
1584.7091714434891,855.4232343460217,1.1793776787441455,2069.
1586.1967106800048,856.6029714108131,1.1800964665780656,2070.
1587.6850726002203,857.7834272923006,1.1808153162703972,2071.
1589.1742573093081,858.964602040662,1.1815342003802989,2072.
1590.664264890485,860.1464957060743,1.1822531489388786,2073.
1592.1550954710644,861.3291083387153,1.1829721371886779,2074.
1593.6467491300068,862.5124399887621,1.1836911823382614,2075.
1595.139225970526,863.6964907063926,1.1844102705715776,2076.
1596.6325261095178,864.8812605417842,1.1851294201723281,2077.
1598.126649628158,866.0667495451141,1.185848607572461,2078.
1599.6215966296127,867.25295776656,1.1865678539224143,2079.
1601.1173672226723,868.4398852562994,1.1872871503995739,2080.
1602.6139614998717,869.6275320645099,1.1880064852894132,2081.
1604.1113795676938,870.8158982413684,1.1887258858949974,2082.
1605.6096215307493,872.0049838370533,1.1894453232323319,2083.
1607.1086874707032,873.1947889017414,1.190164822045323,2084.
1608.608577509305,874.3853134856103,1.190884363318868,2085.
1610.109291731262,875.5765576388374,1.191603956554332,2086.
1611.6108302397174,876.7685214116007,1.192323605528048,2087.
1613.113193146519,877.961204854077,1.1930433035574322,2088.
1614.6163805382698,879.1546080164441,1.1937630461351154,2089.
1616.1203925259967,880.3487309488798,1.1944828401465668,2090.
1617.6252292034933,881.543573701561,1.1952026799339799,2091.
1619.130890663348,882.7391363246655,1.1959225812054353,2092.
1620.637377027175,883.9354188683707,1.1966425300176544,2093.
1622.1446883814378,885.1324213828541,1.197362524775654,2094.
1623.6528248234913,886.3301439182933,1.1980825705201485,2095.
1625.16178645849,887.5285865248654,1.1988026609122484,2096.
1626.671573392395,888.7277492527484,1.1995228100077713,2097.
1628.1821857160094,889.9276321521196,1.2002430019664632,2098.
1629.6936235325052,891.1282352731564,1.2009632570678084,2099.
1631.2058869411896,892.3295586660361,1.2016835461541346,2100.
1632.7189760489905,893.5316023809363,1.2024038940122976,2101.
1634.232890954542,894.7343664680349,1.2031242945991563,2102.
1635.7476317513344,895.9378509775088,1.2038447383593722,2103.
1637.2631985457647,897.1420559595358,1.2045652435417218,2104.
1638.7795914400676,898.3469814642934,1.2052857845341478,2105.
1640.296810524532,899.5526275419589,1.2060063811804098,2106.
1641.8148559043898,900.7589942427098,1.2067270328277342,2107.
1643.3337276851305,901.9660816167236,1.2074477356587707,2108.
1644.8534259663822,903.173889714178,1.2081684849649292,2109.
1646.3739508431856,904.3824185852503,1.2088892827691131,2110.
1647.8953024123507,905.5916682801178,1.209610124083247,2111.
1649.417480789965,906.8016388489584,1.210331030087907,2112.
1650.9404860562686,908.0123303419495,1.211051981008163,2113.
1652.4643183290693,909.2237428092684,1.2117729740677314,2114.
1653.988977705469,910.4358763010924,1.2124940290470194,2115.
1655.5144642772366,911.6487308675992,1.2132151249209686,2116.
1657.0407781395927,912.8623065589666,1.2139362770820434,2117.
1658.5679194143734,914.0766034253714,1.2146574746614254,2118.
1660.0958881919194,915.2916215169915,1.2153787237043516,2119.
1661.6246845589358,916.5073608840046,1.2161000271593552,2120.
1663.1543086364895,917.7238215765879,1.2168213757802637,2121.
1664.6847605165985,918.9410036449186,1.2175427804927053,2122.
1666.2160403038743,920.1589071391749,1.2182642270385835,2123.
1667.7481480846047,921.3775321095334,1.2189857251629515,2124.
1669.2810839735153,922.5968786061724,1.219707280382642,2125.
1670.8148480594375,923.8169466792689,1.2204288852189908,2126.
1672.3494404603555,925.0377363790004,1.221150535408425,2127.
1673.8848612536838,926.2592477555447,1.2218722344973387,2128.
1675.4211105625423,927.4814808590788,1.222593992829694,2129.
1676.958188472861,928.7044357397807,1.2233157948207027,2130.
1678.496095087778,929.9281124478276,1.2240376447690915,2131.
1680.034830506873,931.1525110333969,1.2247595441415386,2132.
1681.57439483257,932.3776315466662,1.2254814964829426,2133.
1683.1147881627846,933.6034740378132,1.2262035023343527,2134.
1684.6560106056868,934.830038557015,1.2269255594987658,2135.
1686.1980622532622,936.0573251544494,1.227647658772178,2136.
1687.740943199303,937.2853338802936,1.2283698124407518,2137.
1689.284653567323,938.5140647847252,1.2290920187791479,2138.
1690.8291934334852,939.7435179179216,1.2298142643371026,2139.
1692.3745629142422,940.9736933300604,1.2305365738428824,2140.
1693.9207621029916,942.2045910713191,1.2312589235022602,2141.
1695.467791100612,943.4362111918754,1.2319813336282917,2142.
1697.0156500077208,944.6685537419063,1.2327037861280241,2143.
1698.5643389259678,945.9016187715896,1.2334262898478336,2144.
1700.1138579439014,947.1354063311026,1.2341488431498682,2145.
1701.6642071856127,948.3699164706227,1.234871454339456,2146.
1703.215386731835,949.6051492403277,1.2355941039757483,2147.
1704.767396695028,950.8411046903951,1.2363168095680768,2148.
1706.3202371624864,952.077782871002,1.2370395693894292,2149.
1707.8739082535149,953.315183832326,1.2377623726744784,2150.
1709.4284100495975,954.5533076245448,1.2384852311464747,2151.
1710.9837426539398,955.792154297836,1.2392081393118242,2152.
1712.5399061749843,957.0317239023767,1.2399310926880045,2153.
1714.0969007154163,958.2720164883444,1.240654095468367,2154.
1715.6547263634125,959.5130321059169,1.2413771512633414,2155.
1717.2133832303618,960.754770805271,1.2421002654199016,2156.
1718.7728714062514,961.9972326365852,1.2428234231863313,2157.
1720.333190998733,963.2404176500363,1.2435466216042759,2158.
1721.8943421074146,964.4843258958019,1.2442698853628678,2159.
1723.4563248378408,965.7289574240593,1.2449931939944185,2160.
1725.0191392726847,966.9743122849867,1.2457165539150754,2161.
1726.5827855385398,968.2203905287608,1.2464399554224774,2162.
1728.1472637069494,969.4671922055593,1.2471634132095197,2163.
1729.7125739016535,970.7147173655597,1.2478869230674352,2164.
1731.2787162061118,971.9629660589395,1.2486104841716423,2165.
1732.845690731735,973.2119383358765,1.249334088120024,2166.
1734.4134975741556,974.4616342465479,1.2500577504775656,2167.
1735.9821368437542,975.7120538411306,1.2507814574951777,2168.
1737.551608626532,976.963197169803,1.251505219489563,2169.
1739.121913025571,978.2150642827426,1.2522290256699864,2170.
1740.6930501476186,979.467655230126,1.2529528816640167,2171.
1742.2650200905682,980.7209700621315,1.2536767971486078,2172.
1743.83782294885,981.9750088289362,1.2544007513351825,2173.
1745.4114588241182,983.2297715807175,1.2551247636030547,2174.
1746.985927829613,984.4852583676532,1.2558488284707512,2175.
1748.5612300536056,985.7414692399204,1.2565729395263545,2176.
1750.1373655962323,986.9984042476971,1.257297102112973,2177.
1751.7143345647066,988.2560634411603,1.258021308220806,2178.
1753.2921370538859,989.5144468704877,1.2587455676279748,2179.
1754.8707731709605,990.773554585857,1.25946987607377,2180.
1756.4502430051436,992.033386637445,1.2601942430196105,2181.
1758.0305466708942,993.2939430754299,1.2609186549955207,2182.
1759.6116842510332,994.5552239499889,1.2616431158353507,2183.
1761.1936558624848,995.8172293112996,1.2623676223921725,2184.
1762.7764615939925,997.079959209539,1.2630921892884124,2185.
1764.3601015511797,998.343413694885,1.2638168039978275,2186.
1765.9445758299069,999.6075928175153,1.2645414666243189,2187.
1767.5298845378816,1000.872496627607,1.2652661710535609,2188.
1769.1160277711822,1002.1381251753377,1.2659909420463458,2189.
1770.7030056306558,1003.4044785108848,1.2667157514981482,2190.
1772.2908182178805,1004.671556684426,1.2674406143916401,2191.
1773.8794656268688,1005.9393597461385,1.2681655268830057,2192.
1775.4689479703402,1007.2078877462,1.2688904944934973,2193.
1777.0592653382,1008.4771407347877,1.2696155068492736,2194.
1778.6504178407044,1009.7471187620796,1.2703405656377382,2195.
1780.2424055611914,1011.0178218782526,1.2710656836319794,2196.
1781.835228621525,1012.2892501334845,1.2717908478969713,2197.
1783.4288870997752,1013.5614035779528,1.2725160637320463,2198.
1785.0233811123026,1014.8342822618348,1.2732413280982786,2199.
1786.6187107598241,1016.1078862353081,1.2739666424093254,2200.
1788.2148761329734,1017.3822155485504,1.274692008865467,2201.
1789.8118773319802,1018.6572702517386,1.2754174169848884,2202.
1791.4097144662544,1019.9330503950508,1.2761428839851974,2203.
1793.0083876323656,1021.2095560286643,1.2768684032283948,2204.
1794.607896937359,1022.4867872027562,1.2775939664108347,2205.
1796.208242458257,1023.7647439675046,1.2783195772683607,2206.
1797.809424322201,1025.0434263730867,1.2790452458099228,2207.
1799.411442623233,1026.3228344696793,1.279770962998277,2208.
1801.014297446981,1027.6029683074612,1.2804967317773972,2209.
1802.6179889097737,1028.8838279366091,1.2812225478107087,2210.
1804.2225171012383,1030.1654134073005,1.2819484170811122,2211.
1805.827882137335,1031.4477247697127,1.2826743338383733,2212.
1807.4340840974126,1032.730762074024,1.2834003018651132,2213.
1809.0411230975621,1034.014525370411,1.2841263158929135,2214.
1810.648999228074,1035.2990147090513,1.284852382486787,2215.
1812.2577125988219,1036.584230140123,1.2855785030163136,2216.
1813.86726330341,1037.8701717138028,1.2863046623501533,2217.
1815.4776514450446,1039.1568394802691,1.2870308881220425,2218.
1817.0888771205414,1040.4442334896985,1.2877571551916902,2219.
1818.7009404394207,1041.732353792269,1.288483470230077,2220.
1820.3138414932234,1043.0212004381578,1.2892098351529382,2221.
1821.9275803754986,1044.3107734775426,1.2899362609678298,2222.
1823.5421572085154,1045.6010729606005,1.2906627236075856,2223.
1825.1575720702137,1046.8920989375097,1.2913892498299953,2224.
1826.7738250738714,1048.1838514584467,1.2921158117852731,2225.
1828.3909163216945,1049.4763305735898,1.2928424314996265,2226.
1830.0088459070216,1050.7695363331163,1.2935691045582562,2227.
1831.6276139325405,1052.0634687872034,1.2942958216177904,2228.
1833.2472204983426,1053.358127986029,1.29502259339477,2229.
1834.8676656942641,1054.6535139797702,1.2957494129120866,2230.
1836.4889496439325,1055.9496268186049,1.2964762860265713,2231.
1838.1110724280227,1057.24646655271,1.2972031990901363,2232.
1839.7340341589763,1058.5440332322632,1.2979301760438773,2233.
1841.3578349242707,1059.8423269074422,1.2986571922321504,2234.
1842.9824748344342,1061.1413476284245,1.2993842656632157,2235.
1844.6079539893603,1062.4410954453874,1.300111384923642,2236.
1846.2342724866562,1063.7415704085083,1.3008385558714752,2237.
1847.861430434362,1065.0427725679647,1.3015657750670753,2238.
1849.4894279170994,1066.3447019739344,1.3022930527832868,2239.
1851.1182650505793,1067.6473586765946,1.3030203749238434,2240.
1852.7479419196861,1068.9507427261228,1.3037477410450486,2241.
1854.3784586406487,1070.2548541726967,1.3044751640277434,2242.
1856.0098153050767,1071.5596930664935,1.3052026375714,2243.
1857.6420120088846,1072.865259457691,1.3059301582049487,2244.
1859.2750488615927,1074.1715533964662,1.306657735686765,2245.
1860.9089259619907,1075.4785749329967,1.3073853612014228,2246.
1862.5436434094272,1076.7863241174607,1.3081130264990377,2247.
1864.1792013031545,1078.094801000035,1.3088407541776157,2248.
1865.8155997452693,1079.4040056308968,1.309568530129226,2249.
1867.452838837335,1080.7139380602243,1.3102963503915135,2250.
2171.2964870936494,1323.8150468632612,1.4462367184099825,2435.582942489214
2171.2964792034163,1323.8150468632612,1.435020541003923,2435.5829379900406
2172.0383905754907,1324.5326332752707,1.4353251155082816,2436.0829379900406
2172.7804594102117,1325.2503719789138,1.4356297053341156,2436.5829379900406
2173.522685690372,1325.9682629752501,1.435934292844456,2437.0829379900406
2174.265069431482,1326.6863062653392,1.4362388787630216,2437.5829379900406
2175.0076106271686,1327.4045018502397,1.4365434656944676,2438.0829379900406
2175.7503092845077,1328.1228497310112,1.4368480631779412,2438.5829379900406
2176.4931653981307,1328.841349908712,1.4371526620679804,2439.0829379900406
2177.2361789762176,1329.5600023843995,1.4374572593057269,2439.5829379900406
2177.979350021655,1330.2788071591335,1.4377618498536504,2440.0829379900406
2178.7226785214166,1330.9977642339713,1.4380664546152482,2440.5829379900406
2179.466164480907,1331.7168736099702,1.4383710629337632,2441.0829379900406
2180.209807911251,1332.4361352881888,1.4386756655787833,2441.5829379900406
2180.9536088049013,1333.1555492696834,1.4389802758306287,2442.0829379900406
2181.6975671730065,1333.875115555512,1.4392848772058187,2442.5829379900406
2182.4416830063224,1334.5948341467315,1.439589490621222,2443.0829379900406
2183.1859563015805,1335.3147050443981,1.4398941088692199,2443.5829379900406
2183.930387077006,1336.0347282495686,1.4401987202616062,2444.0829379900406
2184.6749753233494,1336.7549037632994,1.440503338051197,2444.5829379900406
2185.4197210352954,1337.4752315866467,1.440807959694827,2445.0829379900406
2186.1646242265106,1338.1957117206666,1.4411125815037524,2445.5829379900406
2186.9096848898866,1338.916344166414,1.4414172059719206,2446.0829379900406
2187.65490303321,1339.637128924945,1.4417218385066706,2446.5829379900406
2188.4002786450596,1340.358065997315,1.4420264622582883,2447.0829379900406
2189.145811743192,1341.0791553845788,1.442331091864107,2447.5829379900406
2189.891502314825,1341.8003970877912,1.442635727193675,2448.0829379900406
2190.6373503676596,1342.5217911080072,1.4429403593673875,2448.5829379900406
2191.38335590925,1343.2433374462807,1.4432449973375063,2449.0829379900406
2192.129518921656,1343.9650361036665,1.4435496394316283,2449.5829379900406
2192.875839425303,1344.6868870812186,1.4438542762898041,2450.0829379900406
2193.6223174125894,1345.4088903799907,1.444158922986397,2450.5829379900406
2194.3689528903456,1346.1310460010363,1.4444635727042048,2451.0829379900406
2195.1157458483967,1346.8533539454088,1.4447682142059188,2451.5829379900406
2195.8626962917724,1347.5758142141617,1.4450728681799727,2452.0829379900406
2196.609804233602,1348.2984268083478,1.4453775179813022,2452.5829379900406
2197.3570696614265,1349.0211917290198,1.4456821711476373,2453.0829379900406
2198.1044925717106,1349.74410897723,1.445986826396166,2453.5829379900406
2198.8520729858656,1350.4671785540318,1.4462914913946536,2454.0829379900406
2199.599810883747,1351.1904004604767,1.4465961437394763,2454.5829379900406
2200.3477062903,1351.9137746976162,1.4469008121457214,2455.0829379900406
2201.0957591844103,1352.6373012665026,1.4472054758817536,2455.5829379900406
2201.843969571689,1353.3609801681878,1.4475101430221946,2456.0829379900406
2202.59233745971,1354.0848114037226,1.44781480776063,2456.5829379900406
2203.3408628383436,1354.8087949741584,1.4481194849884682,2457.0829379900406
2204.089545726428,1355.5329308805458,1.448424150136188,2457.5829379900406
2204.8383861198918,1356.257219123936,1.4487288274063512,2458.0829379900406
2205.5873840055306,1356.9816597053787,1.4490335088740847,2458.5829379900406
2206.336539402823,1357.7062526259251,1.4493381812038064,2459.0829379900406
2207.0858522931867,1358.430997886625,1.4496428677530415,2459.5829379900406
2207.835322695776,1359.1558954885281,1.4499475475180283,2460.0829379900406
2208.5849506032414,1359.8809454326843,1.4502522362595016,2460.5829379900406
2209.3347360208777,1360.6061477201433,1.450556924258198,2461.0829379900406
2210.0846789435373,1361.3315023519535,1.4508616180060747,2461.5829379900406
2210.8347793819926,1362.0570093291653,1.451166309708834,2462.0829379900406
2211.5850373246053,1362.7826686528265,1.4514710016644332,2462.5829379900406
2212.3354527833662,1363.508480323986,1.4517756911867532,2463.0829379900406
2213.086025748885,1364.2344443436928,1.4520803951428598,2463.5829379900406
2213.8367562383078,1364.9605607129943,1.452385096643659,2464.0829379900406
2214.5876442365357,1365.6868294329388,1.4526898004806768,2464.5829379900406
2215.338689752323,1366.4132505045745,1.4529945030999898,2465.0829379900406
2216.0898927802355,1367.1398239289488,1.453299205935186,2465.5829379900406
2216.8412533309606,1367.8665497071092,1.4536039164356926,2466.0829379900406
2217.592771397498,1368.5934278401032,1.45390863027395,2466.5829379900406
2218.3444469863243,1369.320458328977,1.4542133346182358,2467.0829379900406
2219.0962800966718,1370.0476411747782,1.4545180586486228,2467.5829379900406
2219.8482707353282,1370.7749763785532,1.454822767327276,2468.0829379900406
2220.600418894249,1371.5024639413477,1.4551274875358977,2468.5829379900406
2221.3527245793143,1372.2301038642095,1.4554322069223622,2469.0829379900406
2222.105187782953,1372.9578961481825,1.4557369355008942,2469.5829379900406
2222.8578085249833,1373.6858407943146,1.4560416578080515,2470.0829379900406
2223.6105867840165,1374.4139378036498,1.4563463890661221,2470.5829379900406
2224.363522582199,1375.142187177234,1.4566511173651766,2471.0829379900406
2225.116615904658,1375.8705889161129,1.4569558464935053,2471.5829379900406
2225.869866753936,1376.5991430213307,1.4572605870913407,2472.0829379900406
2226.6232751432426,1377.3278494939327,1.4575653172741236,2472.5829379900406
2227.3768410597268,1378.0567083349629,1.4578700605133983,2473.0829379900406
2228.1305645184457,1378.7857195454662,1.4581747957441236,2473.5829379900406
2228.8844455108438,1379.5148831264864,1.4584795414752691,2474.0829379900406
2229.6384840411038,1380.244199079068,1.4587842797596815,2474.5829379900406
2230.392680105871,1380.9736674042538,1.4590890314580482,2475.0829379900406
2231.147033707981,1381.7032881030887,1.4593937786085815,2475.5829379900406
2231.901544845341,1382.4330611766145,1.4596985275350025,2476.0829379900406
2232.656213533256,1383.1629866258754,1.4600032750528253,2476.5829379900406
2233.411039758568,1383.8930644519137,1.460308039395294,2477.0829379900406
2234.1660235325344,1384.6232946557725,1.4606127935892235,2477.5829379900406
2234.921164840534,1385.3536772384946,1.4609175452272163,2478.0829379900406
2235.6764637016945,1386.0842122011218,1.4612223092202388,2478.5829379900406
2236.431920115326,1386.8148995446963,1.4615270696889415,2479.0829379900406
2237.1875340665797,1387.5457392702601,1.4618318426089256,2479.5829379900406
2237.9433055643976,1388.276731378855,1.4621366035914622,2480.0829379900406
2238.6992346208276,1389.0078758715226,1.4624413765589,2480.5829379900406
2239.4553212192463,1389.739172749304,1.4627461462614144,2481.0829379900406
2240.211565379944,1390.4706220132402,1.4630509245827357,2481.5829379900406
2240.9679670794685,1391.2022236643725,1.4633556999489115,2482.0829379900406
2241.7245263438836,1391.9339777037408,1.4636604774277502,2482.5829379900406
2242.481243163972,1392.6658841323865,1.4639652572116488,2483.0829379900406
2243.238117535618,1393.3979429513497,1.4642700313411958,2483.5829379900406
2243.9951494653037,1394.1301541616704,1.4645748224157784,2484.0829379900406
2244.7523389508615,1394.862517764388,1.464879607564612,2484.5829379900406
2245.509685990541,1395.5950337605427,1.4651843952660286,2485.0829379900406
2246.267190598103,1396.3277021511744,1.4654891766732363,2485.5829379900406
2247.0248527739277,1397.0605229373214,1.46579397465289,2486.0829379900406
2247.782672500805,1397.7934961200235,1.4660987664354448,2486.5829379900406
2248.5406497968165,1398.5266217003195,1.4664035601369736,2487.0829379900406
2249.2987846555375,1399.2598996792476,1.4667083611037959,2487.5829379900406
2250.057077079576,1399.9933300578468,1.4670131590255333,2488.0829379900406
