epsilon [MeV/fm^3],p [MeV/fm^3],n [1/fm^3],mu [MeV]
1128.6510581247871,516.7413638580222,0.9394190255768251,1751.5000000000002
1129.136761656464,517.2111426872236,0.9396962996990903,1752.0000000000002
1129.6226085280973,517.6810601509005,0.9399735653144244,1752.5000000000002
1130.1085987330302,518.1511162503939,0.9402508449234064,1753.0000000000002
1130.594732268879,518.6213109870444,0.9405281165217034,1753.5000000000002
1131.0810091520837,519.091644362192,0.9408053986043589,1754.0000000000002
1131.567429368121,519.5621163771768,0.9410826750332528,1754.5000000000002
1132.0539929304455,520.0327270333385,0.9413599634972697,1755.0000000000002
1132.5406998302933,520.5034763320158,0.9416372457780232,1755.5000000000002
1133.027550079682,520.9743642745477,0.9419145384200955,1756.0000000000002
1133.5145436733594,521.4453908622727,0.9421918287891666,1756.5000000000002
1134.0016806069166,521.9165560965288,0.9424691188631,1757.0000000000002
1134.4889608878832,522.3878599786535,0.9427464195088475,1757.5000000000002
1134.9763845220157,522.8593025099842,0.943023718419354,1758.0000000000002
1135.4639515103145,523.330883691858,0.9433010190894835,1758.5000000000002
1135.9516618465793,523.8026035256113,0.9435783267108637,1759.0000000000002
1136.43951553558,524.2744620125802,0.9438556367819533,1759.5000000000002
1136.927512576061,524.7464591541006,0.944132945998599,1760.0000000000002
1137.4156529786994,525.2185949515083,0.9444102559966417,1760.5000000000002
1137.9039367401697,525.690869406138,0.9446875757823073,1761.0000000000002
1138.3923638612964,526.1632825193245,0.9449648952090861,1761.5000000000002
1138.88093433812,526.6358342924023,0.9452422167378859,1762.0000000000002
1139.3696481681002,527.1085247267052,0.9455195328557816,1762.5000000000002
1139.8585053730692,527.5813538235672,0.9457968640450827,1763.0000000000002
1140.3475059443392,528.0543215843212,0.9460741919251763,1763.5000000000002
1140.8366498693679,528.5274280103002,0.9463515192846931,1764.0000000000002
1141.3259371698477,529.0006731028369,0.9466288542474223,1764.5000000000002
1141.815367840819,529.4740568632632,0.9469061944096335,1765.0000000000002
1142.3049418805845,529.9475792929113,0.9471835323959239,1765.5000000000002
1142.7946592868207,530.4212403931122,0.9474608791059833,1766.0000000000002
1143.284520068533,530.8950401651973,0.947738225527836,1766.5000000000002
1143.7745242181031,531.3689786104973,0.9480155735542142,1767.0000000000002
1144.2646717550913,531.8430557303424,0.9482929243189195,1767.5000000000002
1144.754962657217,532.3172715260627,0.9485702772530454,1768.0000000000002
1145.2453969479598,532.7916259989877,0.9488476310025888,1768.5000000000002
1145.7359746145855,533.2661191504468,0.9491249845156031,1769.0000000000002
1146.2266956606381,533.7407509817689,0.9494023448179671,1769.5000000000002
1146.7175600873034,534.2155214942826,0.9496797080683748,1770.0000000000002
1147.2085678978103,534.6904306893158,0.9499570831681864,1770.5000000000002
1147.699719089681,535.1654785681967,0.9502344486790985,1771.0000000000002
1148.1910136792171,535.6406651322524,0.9505118208771449,1771.5000000000002
1148.6824516476404,536.1159903828101,0.950789197423604,1772.0000000000002
1149.1740330036232,536.5914543211967,0.9510665736057594,1772.5000000000002
1149.66575775738,537.0670569487382,0.9513439451914293,1773.0000000000002
1150.157625899398,537.5427982667611,0.951621336333369,1773.5000000000002
1150.6496374335456,538.0186782765907,0.9518987133675767,1774.0000000000002
1151.1417923682054,538.4946969795523,0.9521761018000858,1774.5000000000002
1151.634090691354,538.9708543769709,0.952453499018115,1775.0000000000002
1152.1265324192016,539.447150470171,0.952730883501094,1775.5000000000002
1152.6191175399128,539.9235852604769,0.9530082864768229,1776.0000000000002
1153.1118460578416,540.4001587492124,0.9532856775226466,1776.5000000000002
1153.6047179850018,540.8768709377009,0.9535630793039456,1777.0000000000002
1154.097733310818,541.3537218272658,0.9538404851213065,1777.5000000000002
1154.5908920374534,541.8307114192293,0.9541178899781092,1778.0000000000002
1155.0841941770311,542.3078397149144,0.9543953018869333,1778.5000000000002
1155.5776397228701,542.7851067156428,0.9546727100826188,1779.0000000000002
1156.0712286679777,543.2625124227362,0.9549501284242684,1779.5000000000002
1156.5649610331732,543.7400568375161,0.9552275398100017,1780.0000000000002
1157.0588368044514,544.2177399613033,0.9555049625921676,1780.5000000000002
1157.5528559860234,544.6955617954186,0.9557823822809457,1781.0000000000002
1158.0470185890429,545.173522341182,0.9560598087485355,1781.5000000000002
1158.5413246009248,545.6516215999136,0.9563372362765967,1782.0000000000002
1159.0357740298375,546.1298595729328,0.9566146651592644,1782.5000000000002
1159.5303668825482,546.6082362615588,0.9568920970120979,1783.0000000000002
1160.025103149169,547.0867516671104,0.9571695388279281,1783.5000000000002
1160.5199828356701,547.5654057909061,0.9574469672182159,1784.0000000000002
1161.015005941408,548.0441986342641,0.9577244111624947,1784.5000000000002
1161.5101724703989,548.523130198502,0.9580018580366679,1785.0000000000002
1162.0054824303575,549.0022004849372,0.9582793029604486,1785.5000000000002
1162.5009358158482,549.4814094948869,0.9585567504109048,1786.0000000000002
1162.9965326299541,549.9607572296675,0.9588341971546841,1786.5000000000002
1163.4922728643937,550.4402436905955,0.959111652157959,1787.0000000000002
1163.98815653246,550.919868878987,0.9593891123144619,1787.5000000000002
1164.4841836298208,551.3996327961572,0.959666572307991,1788.0000000000002
1164.9803541729646,551.8795354434218,0.9599440287374285,1788.5000000000002
1165.4766681321555,552.3595768220955,0.9602214946702988,1789.0000000000002
1165.973125535132,552.8397569334927,0.9604989597119395,1789.5000000000002
1166.4697263775502,553.3200757789278,0.960776430317701,1790.0000000000002
1166.966470659155,553.8005333597147,0.9610539071126745,1790.5000000000002
1167.4633583729471,554.2811296771665,0.961331379175593,1791.0000000000002
1167.9603895323187,554.7618647325968,0.9616088520111231,1791.5000000000002
1168.4575641370668,555.2427385273181,0.9618863302202185,1792.0000000000002
1168.954882178861,555.7237510626428,0.9621638125401856,1792.5000000000002
1169.4523436671404,556.2049023398831,0.9624413046050949,1793.0000000000002
1169.949948611641,556.6861923603507,0.9627187882578094,1793.5000000000002
1170.4476969874936,557.1676211253567,0.9629962844478914,1794.0000000000002
1170.9455888293048,557.6491886362124,0.9632737784186117,1794.5000000000002
1171.4436241133,558.1308948942284,0.9635512680512979,1795.0000000000002
1171.9418028477064,558.612739900715,0.9638287689831747,1795.5000000000002
1172.4401250344508,559.0947236569821,0.9641062726395104,1796.0000000000002
1172.9385906733723,559.5768461643391,0.9643837740317295,1796.5000000000002
1173.4371997747558,560.0591074240956,0.9646612755056597,1797.0000000000002
1173.935952336404,560.5415074375603,0.9649387865673517,1797.5000000000002
1174.4348483501617,561.0240462060417,0.9652162949609715,1798.0000000000002
1174.933887823518,561.5067237308481,0.9654938114545566,1798.5000000000002
1175.4330707602353,561.9895400132872,0.9657713281574966,1799.0000000000002
1175.932397159421,562.4724950546666,0.9660488439942593,1799.5000000000002
1176.4318670210625,562.9555888562935,0.9663263701239663,1800.0000000000002
1176.9314803510147,563.4388214194745,0.9666038902271091,1800.5000000000002
1177.4312371443941,563.9221927455161,0.9668814175807777,1801.0000000000002
1177.9311374001834,564.4057028357244,0.9671589502275341,1801.5000000000002
1178.4311811329248,564.8893516914051,0.9674364800184949,1802.0000000000002
1178.9313683431153,565.3731393138636,0.967714019984094,1802.5000000000002
1179.4316990163657,565.8570657044049,0.9679915596289177,1803.0000000000002
1179.932173166722,566.3411308643338,0.9682690924766457,1803.5000000000002
1180.4327907893028,566.8253347949544,0.9685466402869956,1804.0000000000002
1180.9335518820171,567.3096774975709,0.9688241858149078,1804.5000000000002
1181.4344564575724,567.794158973487,0.9691017287100081,1805.0000000000002
1181.9355045161205,568.2787792240057,0.9693792828020671,1805.5000000000002
1182.4366960517336,568.7635382504299,0.9696568365808886,1806.0000000000002
1182.9380310700583,569.2484360540626,0.969934390195051,1806.5000000000002
1183.4395095714,569.7334726362056,0.9702119488565674,1807.0000000000002
1183.9411315537727,570.2186479981611,0.9704895046707542,1807.5000000000002
1184.4428970242889,570.7039621412307,0.9707670709978089,1808.0000000000002
1184.944805981814,571.1894150667152,0.9710446369119146,1808.5000000000002
1185.4468584291988,571.6750067759156,0.971322206267983,1809.0000000000002
1185.9490543626107,572.1607372701327,0.9715997746158197,1809.5000000000002
1186.4513937911295,572.6466065506663,0.971877354049921,1810.0000000000002
1186.9538767043616,573.1326146188162,0.9721549273644539,1810.5000000000002
1187.4565031200257,573.6187614758821,0.9724325070035919,1811.0000000000002
1187.9592730189236,574.1050471231631,0.972710091931034,1811.5000000000002
1188.4621864260478,574.5914715619577,0.9729876761004539,1812.0000000000002
1188.9652433279002,575.0780347935645,0.9732652583262761,1812.5000000000002
1189.4684437305134,575.5647368192815,0.9735428473494654,1813.0000000000002
1189.9717876237205,576.0515776404067,0.9738204398784341,1813.5000000000002
1190.475275027786,576.538557258237,0.9740980412932548,1814.0000000000002
1190.9789059350226,577.0256756740698,0.9743756392274622,1814.5000000000002
1191.4826803441886,577.5129328892017,0.9746532352055224,1815.0000000000002
1191.9865982527726,578.000328904929,0.9749308413104711,1815.5000000000002
1192.4906596817966,578.4878637225477,0.9752084469715844,1816.0000000000002
1192.9948646104867,578.9755373433534,0.9754860514770377,1816.5000000000002
1193.4992130434882,579.4633497686416,0.9757636618112415,1817.0000000000002
1194.0037050005683,579.9513009997072,0.9760412782979795,1817.5000000000002
1194.5083404627212,580.4393910378446,0.9763188939672955,1818.0000000000002
1195.0131194345547,580.9276198843484,0.9765965103278583,1818.5000000000002
1195.5180419323717,581.4159875405123,0.9768741316680557,1819.0000000000002
1196.0231079422877,581.9044940076301,0.9771517527874529,1819.5000000000002
1196.5283174616818,582.3931392869949,0.9774293725936747,1820.0000000000002
1197.0336705056968,582.8819233798994,0.977707008252061,1820.5000000000002
1197.5391670742936,583.3708462876367,0.9779846371450814,1821.0000000000002
1198.0448071664664,583.8599080114984,0.9782622743543505,1821.5000000000002
1198.5505907724928,584.3491085527771,0.9785399078323725,1822.0000000000002
1199.0565179034797,584.8384479127635,0.9788175433718982,1822.5000000000002
1199.562588566398,585.3279260927494,0.9790951819403333,1823.0000000000002
1200.0688027539268,585.8175430940255,0.979372829005957,1823.5000000000002
1200.5751604733784,586.3072989178821,0.9796504725054428,1824.0000000000002
1201.081661714163,586.7971935656096,0.9799281263977145,1824.5000000000002
1201.5883064986265,587.2872270384977,0.9802057743303713,1825.0000000000002
1202.095094801401,587.777399337836,0.9804834354620857,1825.5000000000002
1202.6020266487892,588.2677104649134,0.9807610845321452,1826.0000000000002
1203.1091020216163,588.758160421019,0.9810387435331971,1826.5000000000002
1203.6163209375602,589.2487492074412,0.9813164098213744,1827.0000000000002
1204.1236833897863,589.7394768254679,0.9815940703070236,1827.5000000000002
1204.6311893870313,590.230343276387,0.9818717443930908,1828.0000000000002
1205.138838912687,590.721348561486,0.9821494131964861,1828.5000000000002
1205.6466319898545,591.2124926820519,0.9824270851520667,1829.0000000000002
1206.1545686105796,591.7037756393715,0.9827047559077798,1829.5000000000002
1206.6626487719848,592.1951974347312,0.9829824359611257,1830.0000000000002
1207.1708724780394,592.6867580694171,0.9832601170004458,1830.5000000000002
1207.6792397348524,593.1784575447151,0.983537795874959,1831.0000000000002
1208.187750533093,593.6702958619102,0.9838154851136508,1831.5000000000002
1208.6964048839004,594.1622730222876,0.9840931668257721,1832.0000000000002
1209.2052027884517,594.6543890271323,0.9843708615469807,1832.5000000000002
1209.7141442415368,595.1466438777285,0.9846485540297117,1833.0000000000002
1210.2232292524996,595.6390375753602,0.9849262478985973,1833.5000000000002
1210.7324578187242,596.131570121311,0.9852039485024457,1834.0000000000002
1211.2418299374933,596.6242415168646,0.9854816483482989,1834.5000000000002
1211.7513456144206,597.1170517633036,0.9857593543494301,1835.0000000000002
1212.2610048560712,597.6100008619111,0.9860370533642533,1835.5000000000002
1212.7708076522658,598.1030888139691,0.986314761807863,1836.0000000000002
1213.28075401693,598.5963156207599,0.9865924748496541,1836.5000000000002
1213.790843935104,599.0896812835651,0.9868701920548244,1837.0000000000002
1214.3010774213715,599.583185803666,0.9871479060631048,1837.5000000000002
1214.8114544709629,600.0768291823433,0.9874256243297652,1838.0000000000002
1215.3219750986113,600.5706114208782,0.9877033389582022,1838.5000000000002
1215.832639286085,601.0645325205509,0.9879810626505742,1839.0000000000002
1216.3434470400998,601.5585924826412,0.9882587938849697,1839.5000000000002
1216.8543983663656,602.0527913084288,0.9885365200140618,1840.0000000000002
1217.3654932656432,602.5471289991931,0.9888142570082227,1840.5000000000002
1217.876731739354,603.0416055562131,0.9890919853061771,1841.0000000000002
1218.388113793019,603.5362209807673,0.9893697240192081,1841.5000000000002
1218.8996394195642,604.0309752741343,0.9896474571702724,1842.0000000000002
1219.4113086219097,604.5258684375917,0.9899251987005836,1842.5000000000002
1219.9231213992655,605.0209004724177,0.9902029430672267,1843.0000000000002
1220.4350777612929,605.5160713798889,0.990480691571012,1843.5000000000002
1220.9471777032938,606.0113811612828,0.9907584412130805,1844.0000000000002
1221.4594212315212,606.5068298178759,0.991036191190175,1844.5000000000002
1221.9718083408316,607.0024173509444,0.9913139458006045,1845.0000000000002
1222.4843390420838,607.4981437617644,0.9915917057623522,1845.5000000000002
1222.9970133257477,607.9940090516114,0.9918694680203823,1846.0000000000002
1223.509831193243,608.4900132217609,0.9921472273216346,1846.5000000000002
1224.0227926549398,608.9861562734877,0.9924249901716778,1847.0000000000002
1224.5358977080584,609.4824382080668,0.9927027622054992,1847.5000000000002
1225.0491463513638,609.9788590267718,0.9929805259050399,1848.0000000000002
1225.562538580476,610.4754187308774,0.9932583029634034,1848.5000000000002
1226.0760744162715,610.9721173216567,0.9935360714047778,1849.0000000000002
1226.5897538460283,611.4689548003832,0.9938138516207865,1849.5000000000002
1227.1035768666402,611.96593116833,0.9940916346338083,1850.0000000000002
1227.6175434904524,612.4630464267697,0.9943694116380559,1850.5000000000002
1228.13165371082,612.9603005769744,0.9946471993569301,1851.0000000000002
1228.645907540549,613.4576936202163,0.994924988265994,1851.5000000000002
1229.1603049638422,613.955225557767,0.995202778143017,1852.0000000000002
1229.6748459934033,614.4528963908976,0.9954805647159541,1852.5000000000002
1230.1895306343833,614.9507061208794,0.995758361256341,1853.0000000000002
1230.7043588735833,615.4486547489829,0.9960361578564798,1853.5000000000002
1231.2193307287043,615.9467422764785,0.9963139553052978,1854.0000000000002
1231.7344461822447,616.444968704636,0.9965917620013287,1854.5000000000002
1232.2497052523463,616.9433340347251,0.9968695707086471,1855.0000000000002
1232.7651079355437,617.4418382680153,0.9971473794334987,1855.5000000000002
1233.2806542344003,617.9404814057755,0.9974251899169139,1856.0000000000002
1233.7963441444222,618.4392634492742,0.9977029989702633,1856.5000000000002
1234.3121776661308,618.93818439978,0.997980811610511,1857.0000000000002
1234.8281548035418,619.4372442585608,0.9982586341728034,1857.5000000000002
1235.3442755642868,619.936443026884,0.9985364518956703,1858.0000000000002
1235.8605399509922,620.4357807060175,0.998814275385641,1858.5000000000002
1236.3769479474527,620.935257297228,0.9990920966090487,1859.0000000000002
1236.8934995708055,621.434872801782,0.9993699260794574,1859.5000000000002
1237.4101948184561,621.9346272209463,0.9996477549736112,1860.0000000000002
1237.927033696358,622.4345205559865,0.9999255954058804,1860.5000000000002
1238.4440161850857,622.9345528081686,1.000203425788273,1861.0000000000002
1238.96114231537,623.4347239787579,1.0004812702282535,1861.5000000000002
1239.4784120665322,623.9350340690193,1.0007591053961387,1862.0000000000002
1239.9958254551095,624.4354830802178,1.0010369485873636,1862.5000000000002
1240.513382471212,624.9360710136174,1.0013147914546203,1863.0000000000002
1241.0310831186714,625.4367978704822,1.0015926449575396,1863.5000000000002
1241.5489274012762,625.9376636520764,1.0018704955096245,1864.0000000000002
1242.066915321541,626.4386683596631,1.002148343463318,1864.5000000000002
1242.58504687077,626.9398119945052,1.0024262032651323,1865.0000000000002
1243.103322065648,627.4410945578658,1.0027040647532879,1865.5000000000002
1243.6217409013832,627.9425160510069,1.0029819211968962,1866.0000000000002
1244.1403033700155,628.4440764751911,1.0032597803191512,1866.5000000000002
1244.6590094874857,628.9457758316797,1.0035376469764978,1867.0000000000002
1245.177859246411,629.4476141217344,1.0038155147840104,1867.5000000000002
1245.6968526447176,629.9495913466163,1.004093391927161,1868.0000000000002
1246.2159896897929,630.4517075075861,1.0043712647249339,1868.5000000000002
1246.7352703907595,630.9539626059044,1.0046491397094526,1869.0000000000002
1247.2546947324797,631.4563566428311,1.004927022239416,1869.5000000000002
1247.774262721593,631.9588896196263,1.0052049024327911,1870.0000000000002
1248.2939743717525,632.4615615375491,1.0054827852951778,1870.5000000000002
1248.8138296595992,632.9643723978592,1.0057606664973793,1871.0000000000002
1249.333828613406,633.4673222018151,1.0060385612061193,1871.5000000000002
1249.8539712159106,633.9704109506753,1.0063164518224377,1872.0000000000002
1250.3742574746498,634.473638645698,1.006594345789211,1872.5000000000002
1250.894687397724,634.9770052881411,1.0068722406503814,1873.0000000000002
1251.415260971357,635.480510879262,1.007150140233099,1873.5000000000002
1251.9359782170266,635.9841554203183,1.0074280338951824,1874.0000000000002
1252.4568391148707,636.4879389125664,1.007705939144146,1874.5000000000002
1252.9778436685483,636.9918613572632,1.0079838488050334,1875.0000000000002
1253.4989918946362,637.4959227556649,1.0082617550260102,1875.5000000000002
1254.0202837914562,638.0001231090273,1.008539670513501,1876.0000000000002
1254.5417193432345,638.5044624186062,1.0088175824094228,1876.5000000000002
1255.0632985729515,639.0089406856566,1.0090954977487472,1877.0000000000002
1255.5850214678617,639.5135579114335,1.0093734185060166,1877.5000000000002
1256.1068880295088,640.0183140971916,1.0096513393145148,1878.0000000000002
1256.6288982689105,640.5232092441854,1.0099292647052593,1878.5000000000002
1257.1510521808093,641.0282433536685,1.010207191766943,1879.0000000000002
1257.6733497612997,641.5334164268946,1.0104851112027844,1879.5000000000002
1258.195791024945,642.0387284651174,1.0107630507430112,1880.0000000000002
1258.7183759590002,642.5441794695895,1.0110409835826788,1880.5000000000002
1259.2411045756694,643.049769441564,1.0113189146263262,1881.0000000000002
1259.7639768669274,643.5554983822927,1.0115968549201952,1881.5000000000002
1260.286992847955,644.0613662930283,1.0118747966617538,1882.0000000000002
1260.8101524977985,644.5673731750219,1.0121527437546813,1882.5000000000002
1261.3334558399554,645.0735190295255,1.012430691360828,1883.0000000000002
1261.8569028675138,645.5798038577897,1.0127086314086857,1883.5000000000002
1262.3804935837247,646.0862276610655,1.0129865844261756,1884.0000000000002
1262.9042279819544,646.5927904406034,1.0132645378101286,1884.5000000000002
1263.4281060620065,647.0994921976533,1.0135424949991265,1885.0000000000002
1263.95212784245,647.6063329334652,1.013820452686139,1885.5000000000002
1264.4762933098186,648.1133126492884,1.0140984165788767,1886.0000000000002
1265.0006024767217,648.6204313463722,1.01437638017461,1886.5000000000002
1265.5250553287844,649.1276890259655,1.0146543442758678,1887.0000000000002
1266.0496518779341,649.6350856893166,1.014932311333036,1887.5000000000002
1266.5743921259093,650.142621337674,1.015210289950534,1888.0000000000002
1267.0992760668848,650.6502959722851,1.0154882586744247,1888.5000000000002
1267.6243037103945,651.158109594398,1.0157662409466364,1889.0000000000002
1268.149475058818,651.6660622052597,1.0160442133840994,1889.5000000000002
1268.6747900997316,652.1741538061171,1.0163221989001796,1890.0000000000002
1269.2002488534395,652.6823843982168,1.0166001767143356,1890.5000000000002
1269.725851299006,653.190753982805,1.0168781663007103,1891.0000000000002
1270.2515974594596,653.699262561128,1.0171561601851544,1891.5000000000002
1270.7774873186208,654.2079101344312,1.0174341521334596,1892.0000000000002
1271.3035208981992,654.7166967039599,1.0177121411735663,1892.5000000000002
1271.8296981776818,655.2256222709594,1.0179901402680995,1893.0000000000002
1272.3560191681404,655.7346868366739,1.0182681359939747,1893.5000000000002
1272.8824838686132,656.2438904023483,1.0185461327087588,1894.0000000000002
1273.4090922872874,656.7532329692264,1.0188241384426666,1894.5000000000002
1273.9358444149552,657.2627145385519,1.019102144110699,1895.0000000000002
1274.4627402687145,657.7723351115682,1.0193801511255038,1895.5000000000002
1274.9897798330694,658.2820946895187,1.0196581674880782,1896.0000000000002
1275.516963116101,658.791993273646,1.0199361753909753,1896.5000000000002
1276.0442901145377,659.3020308651924,1.0202141933604125,1897.0000000000002
1276.5717608347193,659.8122074654005,1.020492211062457,1897.5000000000002
1277.0993752808415,660.3225230755116,1.0207702332568978,1898.0000000000002
1277.627133448821,660.8329776967679,1.0210482605812274,1898.5000000000002
1278.1550353346527,661.3435713304099,1.0213262848319744,1899.0000000000002
1278.6830809544674,661.8543039776789,1.021604310069081,1899.5000000000002
1279.2112703065097,662.3651756398156,1.0218823437308753,1900.0000000000002
1279.7396033800078,662.8761863180599,1.0221603818464493,1900.5000000000002
1280.2680801836975,663.387336013652,1.0224384109384976,1901.0000000000002
1280.7967007209968,663.8986247278314,1.0227164556228308,1901.5000000000002
1281.32546498742,664.4100524618375,1.0229944944205132,1902.0000000000002
1281.8543729895894,664.9216192169092,1.0232725397541698,1902.5000000000002
1282.3834247175748,665.4333249942854,1.0235505816180146,1903.0000000000002
1282.9126201929412,665.9451697952043,1.023828632767974,1903.5000000000002
1283.441959402847,666.4571536209039,1.024106678437841,1904.0000000000002
1283.971442354224,666.9692764726224,1.0243847307454186,1904.5000000000002
1284.501069039517,667.4815383515967,1.0246627931273387,1905.0000000000002
1285.0308394708093,667.9939392590641,1.0249408536408329,1905.5000000000002
1285.5607536435848,668.5064791962615,1.0252189082835743,1906.0000000000002
1286.0908115619784,669.0191581644251,1.0254969690830718,1906.5000000000002
1286.6210132240205,669.5319761647916,1.0257750355136748,1907.0000000000002
1287.1513586317096,670.0449331985964,1.0260531049864519,1907.5000000000002
1287.6818477788402,670.5580292670751,1.0263311784540585,1908.0000000000002
1288.2124806820714,671.0712643714631,1.02660925090431,1908.5000000000002
1288.7432573464068,671.5846385129955,1.0268873232950202,1909.0000000000002
1289.2741777482195,672.0981516929065,1.0271654078574481,1909.5000000000002
1289.8052419066355,672.6118039124308,1.0274434803149886,1910.0000000000002
1290.3364498223748,673.1255951728022,1.0277215707804697,1910.5000000000002
1290.8678014933962,673.6395254752541,1.0279996515400256,1911.0000000000002
1291.3992969096162,674.1535948210203,1.0282777446486273,1911.5000000000002
1291.930936094787,674.6678032113335,1.0285558263941097,1912.0000000000002
1292.4627190359683,675.1821506474271,1.0288339268033082,1912.5000000000002
1292.9946457401597,675.6966371305326,1.0291120226890826,1913.0000000000002
1293.5267162036985,676.211262661883,1.0293901166665742,1913.5000000000002
1294.0589304310672,676.7260272427094,1.0296682145953615,1914.0000000000002
1294.5912884232212,677.2409308742438,1.0299463241021463,1914.5000000000002
1295.1237901809143,677.755973557717,1.0302244200880684,1915.0000000000002
1295.6564357100042,678.2711552943601,1.0305025279479458,1915.5000000000002
1296.1892250033966,678.7864760854038,1.0307806468589011,1916.0000000000002
1296.7221580675023,679.3019359320781,1.0310587521022996,1916.5000000000002
1297.2552348985432,679.817534835613,1.0313368705685058,1917.0000000000002
1297.7884555042892,680.3332727972382,1.0316149854832923,1917.5000000000002
1298.321819878483,680.8491498181829,1.0318931074485644,1918.0000000000002
1298.85532803311,681.3651658996764,1.032171229662639,1918.5000000000002
1299.388979956186,681.8813210429472,1.0324493559139385,1919.0000000000002
1299.922775664632,682.3976152492237,1.032727476785016,1919.5000000000002
1300.456715143255,682.914048519734,1.033005610204096,1920.0000000000002
1300.9907984092931,683.4306208557059,1.0332837391264078,1920.5000000000002
1301.5250254480713,683.9473322583669,1.0335618765784147,1921.0000000000002
1302.0593962722426,684.464182728944,1.0338400101199074,1921.5000000000002
1302.5939108854975,684.9811722686642,1.0341181535996082,1922.0000000000002
1303.1285692753497,685.4983008787543,1.0343962992953215,1922.5000000000002
1303.6633714605389,686.0155685604401,1.034674444164786,1923.0000000000002
1304.198317422079,686.5329753149476,1.0349525872594143,1923.5000000000002
1304.733407176238,687.0505211435026,1.03523073493442,1924.0000000000002
1305.2686407233143,687.5682060473305,1.0355088930422822,1924.5000000000002
1305.80401806283,688.0860300276557,1.035787044149173,1925.0000000000002
1306.3395391894314,688.6039930857038,1.0360652035243993,1925.5000000000002
1306.8752041091034,689.1220952226985,1.0363433558052932,1926.0000000000002
1307.4110128305217,689.6403364398642,1.0366215233053149,1926.5000000000002
1307.9469653356157,690.1587167384246,1.0368996876347143,1927.0000000000002
1308.4830616516763,690.6772361196031,1.037177853546545,1927.5000000000002
1309.0193017582094,691.1958945846229,1.0374560188017192,1928.0000000000002
1309.5556856662606,691.7146921347069,1.0377341958748705,1928.5000000000002
1310.092213367863,692.2336287710776,1.0380123655685554,1929.0000000000002
1310.6288848843146,692.7527044949575,1.0382905413053802,1929.5000000000002
1311.1657001926478,693.2719193075682,1.0385687175320724,1930.0000000000002
1311.7026593151281,693.7912732101314,1.038846901818145,1930.5000000000002
1312.2397622405313,694.3107662038685,1.0391250860435386,1931.0000000000002
1312.7770089777425,694.8303982900005,1.0394032725078448,1931.5000000000002
1313.3143995208186,695.3501694697482,1.0396814584530594,1932.0000000000002
1313.8519338712326,695.8700797443317,1.0399596538646998,1932.5000000000002
1314.3896120323773,696.3901291149716,1.0402378443738984,1933.0000000000002
1314.9274340096997,696.9103175828874,1.0405160352125065,1933.5000000000002
1315.4653997983492,697.4306451492984,1.0407942342501313,1934.0000000000002
1316.0035094039927,697.9511118154244,1.0410724342433797,1934.5000000000002
1316.5417628210084,698.4717175824836,1.0413506422586885,1935.0000000000002
1317.080160055028,698.992462451695,1.0416288476294475,1935.5000000000002
1317.618701114662,699.5133464242767,1.0419070529747556,1936.0000000000002
1318.1573859945386,700.0343695014469,1.0421852600578787,1936.5000000000002
1318.6962146857522,700.555531684423,1.0424634796173626,1937.0000000000002
1319.2351872053096,701.0768329744226,1.0427416911162715,1937.5000000000002
1319.7743035515102,701.5982733726624,1.0430199080505476,1938.0000000000002
1320.3135637211476,702.1198528803598,1.0432981298971258,1938.5000000000002
1320.8529677203906,702.6415714987306,1.0435763545202072,1939.0000000000002
1321.392515541845,703.1634292289913,1.0438545761642664,1939.5000000000002
1321.932207187791,703.6854260723577,1.0441328048232883,1940.0000000000002
1322.472042676428,704.2075620300453,1.0444110319845326,1940.5000000000002
1323.0120219869166,704.7298371032693,1.0446892705749387,1941.0000000000002
1323.5521451330833,705.2522512932447,1.0449675027477678,1941.5000000000002
1324.0924121067387,705.7748046011862,1.0452457388102545,1942.0000000000002
1324.6328229283397,706.2974970283083,1.045523979151787,1942.5000000000002
1325.1733775798593,706.8203285758245,1.0458022233404445,1943.0000000000002
1325.714076066007,707.3432992449491,1.0460804623019468,1943.5000000000002
1326.2549183917133,707.8664090368951,1.0463587121078246,1944.0000000000002
1326.7959045561518,708.389657952876,1.046636964206255,1944.5000000000002
1327.3370345693415,708.9130459941043,1.0469152168039633,1945.0000000000002
1327.878308419106,709.4365731617928,1.0471934671040461,1945.5000000000002
1328.4197261144416,709.9602394571534,1.0474717233186386,1946.0000000000002
1328.9612876562287,710.4840448813984,1.047749981162974,1946.5000000000002
1329.5029930455582,711.0079894357393,1.0480282459216421,1947.0000000000002
1330.0448422807392,711.5320731213874,1.048306511156011,1947.5000000000002
1330.586835362308,712.0562959395538,1.0485847718428336,1948.0000000000002
1331.1289722893707,712.5806578914488,1.0488630411534836,1948.5000000000002
1331.671253081746,713.1051589782835,1.0491413144960324,1949.0000000000002
1332.213677715086,713.6297992012675,1.0494195841155327,1949.5000000000002
1332.7562462055303,714.154578561611,1.0496978593479207,1950.0000000000002
1333.2989585508124,714.679497060523,1.0499761409894697,1950.5000000000002
1333.8418147583054,715.2045546992134,1.0502544201687896,1951.0000000000002
1334.384814819173,715.7297514788906,1.0505327104784539,1951.5000000000002
1334.927958733045,716.2550874007635,1.0508109948343365,1952.0000000000002
1335.4712465114565,716.7805624660402,1.0510892811131776,1952.5000000000002
1336.0146781541982,717.306176675929,1.0513675669456586,1953.0000000000002
